Hourly measurement data supplied by UK-air on,London Bloomsbury
Site Name,London Bloomsbury
Site Type,Urban Background
Region,Greater London
Latitude,-0.125889
Longitude,-0.125889
Notes:	 [1] All Data GMT hour ending;  [2] Some shorthand is used, V = Verified, P = Provisionally Verified, N = Not Verified, S = Suspect, [3] Unit of measurement (for pollutants) = ugm-3, [4] Instrument type is included in 'Status' for PM10 and PM2.5
Date,Time,Ozone,Status,Nitrogen dioxide,Status,Sulphur dioxide,Status,PM10 particulate matter (Hourly measured),Status,PM2.5 particulate matter (Hourly measured),Status
2024-01-02,10:00,38.51701,V,41.55942,V,1.31276,V,-99,V,-99,V
2024-01-02,11:00,67.10541,V,17.97984,V,1.31276,V,-99,V,-99,V
2024-01-02,12:00,67.95359,V,15.6295,V,1.44404,V,-99,V,-99,V
2024-01-02,13:00,69.55015,V,11.65849,V,2.03478,V,-99,V,-99,V
2024-01-02,14:00,73.54155,V,10.03593,V,2.23169,V,10.55,V,6.368,V
2024-01-02,15:00,80.42671,V,7.58055,V,2.29733,V,5.8,V,2.311,V
2024-01-02,16:00,81.12521,V,9.82907,V,2.16605,V,4,V,1.439,V
2024-01-02,17:00,73.14241,V,17.9836,V,1.50967,V,3.95,V,2.17,V
2024-01-02,18:00,73.69122,V,16.25654,V,1.11585,V,6.05,V,3.349,V
2024-01-02,19:00,70.19875,V,18.19181,V,1.05021,V,8.35,V,4.835,V
2024-01-02,20:00,70.39832,V,14.74038,V,0.98457,V,12.225,V,6.604,V
2024-01-02,21:00,69.89939,V,11.44813,V,0.98457,V,12.725,V,7.005,V
2024-01-02,22:00,69.10111,V,8.62535,V,0.85329,V,13.25,V,7.146,V
2024-01-02,23:00,69.25079,V,6.89964,V,0.72202,V,12,V,6.486,V
2024-01-03,00:00,69.91602,V,6.20222,V,1.05,V,11.5,V,6.061,V
2024-01-03,01:00,68.31946,V,6.62061,V,1.05,V,14.675,V,7.594,V
2024-01-03,02:00,71.24649,V,6.27316,V,1.05,V,16.025,V,8.561,V
2024-01-03,03:00,71.89509,V,6.68956,V,0.98437,V,12.875,V,6.958,V
2024-01-03,04:00,74.43961,V,5.43574,V,1.05,V,10.4,V,5.401,V
2024-01-03,05:00,72.94284,V,6.37631,V,0.98437,V,8.6,V,4.434,V
2024-01-03,06:00,68.05337,V,8.93728,V,0.91875,V,9.025,V,4.481,V
2024-01-03,07:00,62.46541,V,13.69426,V,0.91875,V,13.9,V,6.392,V
2024-01-03,08:00,56.22885,V,19.49876,V,1.18125,V,17.975,V,8.868,V
2024-01-03,09:00,57.72562,V,18.09008,V,1.18125,V,21.4,V,10.495,V
2024-01-03,10:00,61.41767,V,15.68695,V,1.05,V,17.75,V,8.962,V
2024-01-03,11:00,64.5609,V,13.90897,V,1.24687,V,14.5,V,7.5,V
2024-01-03,12:00,53.03573,V,32.27117,V,1.18125,V,7.95,V,4.222,V
2024-01-03,13:00,53.2353,V,29.08071,V,1.44375,V,7.975,V,4.434,V
2024-01-03,14:00,60.22025,V,22.69356,V,1.24687,V,6.775,V,3.632,V
2024-01-03,15:00,59.67143,V,25.56534,V,1.18125,V,7.15,V,3.656,V
2024-01-03,16:00,51.53895,V,36.33503,V,0.98437,V,7.1,V,4.175,V
2024-01-03,17:00,44.65379,V,36.58789,V,0.85312,V,10.25,V,5.731,V
2024-01-03,18:00,51.2396,V,30.15906,V,0.72187,V,10.225,V,6.274,V
2024-01-03,19:00,46.20046,V,42.18961,V,0.65625,V,6.825,V,4.764,V
2024-01-03,20:00,44.50411,V,29.47813,V,0.2625,V,8.275,V,5.873,V
2024-01-03,21:00,47.34798,V,25.55992,V,0.19688,V,7,V,4.859,V
2024-01-03,22:00,41.31099,V,29.11507,V,0.39375,V,6.65,V,4.057,V
2024-01-03,23:00,36.92045,V,29.99796,V,0.45937,V,8.15,V,4.859,V
2024-01-04,00:00,49.55988,V,14.56392,V,0.9623,V,7.25,V,3.986,V
2024-01-04,01:00,56.47831,V,9.54683,V,0.52489,V,4.85,V,2.83,V
2024-01-04,02:00,59.42197,V,8.10124,V,0.78734,V,3.975,V,2.241,V
2024-01-04,03:00,63.51315,V,6.4811,V,0.45928,V,5.075,V,2.594,V
2024-01-04,04:00,64.21165,V,6.84633,V,0.45928,V,7.325,V,3.679,V
2024-01-04,05:00,60.5196,V,10.08688,V,0.32806,V,8.725,V,4.717,V
2024-01-04,06:00,56.17896,V,12.75264,V,0.26245,V,10.975,V,5.566,V
2024-01-04,07:00,53.43487,V,15.41812,V,0.26245,V,11.175,V,5.873,V
2024-01-04,08:00,46.05078,V,22.42422,V,0.32806,V,12.575,V,6.132,V
2024-01-04,09:00,46.30024,V,24.52367,V,0.26245,V,15.775,V,6.722,V
2024-01-04,10:00,46.10067,V,25.78187,V,0.45928,V,17.65,V,7.335,V
2024-01-04,11:00,49.49336,V,24.89164,V,0.72173,V,21.725,V,10.731,V
2024-01-04,12:00,49.04433,V,27.23868,V,0.78734,V,19.85,V,8.939,V
2024-01-04,13:00,38.46712,V,39.41926,V,0.78734,V,21.2,V,9.976,V
2024-01-04,14:00,29.48647,V,47.90242,V,1.50907,V,22.425,V,9.953,V
2024-01-04,15:00,25.14582,V,49.58603,V,1.44345,V,19.9,V,9.576,V
2024-01-04,16:00,31.63185,V,47.96534,V,1.44345,V,12.475,V,6.557,V
2024-01-04,17:00,40.01379,V,39.74482,V,1.37784,V,8,V,5.613,V
2024-01-04,18:00,48.89465,V,29.49763,V,1.37784,V,5.875,V,4.363,V
2024-01-04,19:00,45.85121,V,31.00532,V,1.37784,V,5.05,V,3.75,V
2024-01-04,20:00,33.32819,V,36.96826,V,1.44345,V,5.1,V,4.363,V
2024-01-04,21:00,27.49077,V,43.18371,V,1.7059,V,5.675,V,4.575,V
2024-01-04,22:00,33.67744,V,36.28431,V,1.64029,V,3.675,V,3.09,V
2024-01-04,23:00,53.18541,V,20.86236,V,1.57468,V,2.2,V,1.722,V
2024-01-05,00:00,61.93322,V,12.69422,V,1.4869,V,1.25,V,0.967,V
2024-01-05,01:00,71.04692,V,8.36979,V,1.13704,V,1.175,V,0.873,V
2024-01-05,02:00,76.18585,V,7.47918,V,1.18077,V,1.4,V,0.943,V
2024-01-05,03:00,70.09896,V,8.36805,V,0.91838,V,1.625,V,1.226,V
2024-01-05,04:00,49.54325,V,15.78862,V,0.98398,V,3.825,V,3.208,V
2024-01-05,05:00,34.22626,V,21.38888,V,1.18077,V,12.5,V,10,V
2024-01-05,06:00,30.38453,V,25.58353,V,1.11517,V,11.275,V,8.962,V
2024-01-05,07:00,31.58195,V,25.26145,V,0.98398,V,11.675,V,8.915,V
2024-01-05,08:00,23.2998,V,37.67595,V,1.44316,V,12.825,V,9.929,V
2024-01-05,09:00,19.40818,V,44.07879,V,1.31197,V,12.225,V,8.844,V
2024-01-05,10:00,22.80087,V,36.48599,V,1.24637,V,11.4,V,8.396,V
2024-01-05,11:00,26.94195,V,31.27304,V,1.31197,V,11.325,V,8.184,V
2024-01-05,12:00,24.89636,V,35.14672,V,1.31197,V,12.875,V,7.5,V
2024-01-05,13:00,24.34754,V,35.49869,V,1.11517,V,13.35,V,8.09,V
2024-01-05,14:00,26.99184,V,33.65766,V,1.04957,V,10.875,V,7.241,V
2024-01-05,15:00,21.65335,V,38.67788,V,0.91838,V,10.225,V,6.769,V
2024-01-05,16:00,17.21291,V,40.75974,V,0.85278,V,10.7,V,6.934,V
2024-01-05,17:00,14.51872,V,43.41888,V,0.72158,V,10.075,V,6.25,V
2024-01-05,18:00,12.52302,V,45.21042,V,0.72158,V,11.35,V,8.09,V
2024-01-05,19:00,18.75958,V,40.14236,V,0.52479,V,9.3,V,7.5,V
2024-01-05,20:00,23.00044,V,33.99748,V,0.32799,V,9.225,V,7.429,V
2024-01-05,21:00,27.34109,V,28.13209,V,0.1312,V,7.6,V,5.967,V
2024-01-05,22:00,21.75313,V,30.11939,V,0.26239,V,8.4,V,6.533,V
2024-01-05,23:00,18.6598,V,31.22306,V,0.1312,V,11.425,V,9.175,V
2024-01-06,00:00,18.89263,V,29.98292,V,1.57405,V,9.775,V,7.594,V
2024-01-06,01:00,25.14582,V,22.65255,V,1.57405,V,8.275,V,6.439,V
2024-01-06,02:00,20.95485,V,25.72247,V,1.57405,V,10.2,V,8.16,V
2024-01-06,03:00,21.75313,V,26.50711,V,1.63963,V,8.775,V,6.887,V
2024-01-06,04:00,35.47357,V,18.24601,V,1.7708,V,6.825,V,5.189,V
2024-01-06,05:00,35.87271,V,18.82275,V,1.57405,V,6.4,V,4.764,V
2024-01-06,06:00,29.63615,V,25.25803,V,-99,V,7.225,V,4.623,V
2024-01-06,07:00,30.38453,V,22.64535,V,1.4866,V,6.475,V,4.222,V
2024-01-06,08:00,25.44518,V,31.70585,V,1.24612,V,6.875,V,4.009,V
2024-01-06,09:00,26.5927,V,32.77237,V,1.37729,V,9.1,V,4.34,V
2024-01-06,10:00,28.73808,V,29.64635,V,1.37729,V,7.825,V,4.08,V
2024-01-06,11:00,37.96819,V,22.3013,V,1.24612,V,6.175,V,3.231,V
2024-01-06,12:00,37.36948,V,24.07709,V,0.91819,V,4.9,V,2.948,V
2024-01-06,13:00,30.98324,V,30.41009,V,0.78702,V,6.775,V,4.269,V
2024-01-06,14:00,34.67529,V,26.16111,V,1.04936,V,6.05,V,3.962,V
2024-01-06,15:00,30.5841,V,31.18498,V,0.65585,V,6.575,V,4.316,V
2024-01-06,16:00,32.13077,V,28.66539,V,0.4591,V,6.25,V,3.939,V
2024-01-06,17:00,25.04604,V,36.41091,V,0.65585,V,7.175,V,5,V
2024-01-06,18:00,24.79657,V,34.04863,V,0.32793,V,8.55,V,6.91,V
2024-01-06,19:00,25.9441,V,31.38091,V,0.32793,V,9.95,V,7.877,V
2024-01-06,20:00,24.99614,V,32.42654,V,0.65585,V,10.725,V,8.491,V
2024-01-06,21:00,30.23486,V,25.78252,V,0.32793,V,9.075,V,7.594,V
2024-01-06,22:00,33.57765,V,26.20473,V,0.19676,V,6.95,V,5.354,V
2024-01-06,23:00,50.49121,V,16.8399,V,0.13117,V,5.925,V,3.726,V
2024-01-07,00:00,51.42254,V,16.93919,V,0.78687,V,7.275,V,4.009,V
2024-01-07,01:00,51.82168,V,16.52228,V,1.13658,V,8.3,V,4.104,V
2024-01-07,02:00,54.33293,V,16.41468,V,0.98358,V,7.95,V,3.868,V
2024-01-07,03:00,62.06627,V,11.24157,V,0.85244,V,6.625,V,3.09,V
2024-01-07,04:00,55.68003,V,17.56567,V,0.72129,V,6.9,V,3.231,V
2024-01-07,05:00,57.12691,V,17.19736,V,0.98358,V,5.475,V,2.83,V
2024-01-07,06:00,56.5282,V,16.88665,V,0.85244,V,6.175,V,2.759,V
2024-01-07,07:00,52.63659,V,17.04679,V,0.65572,V,5.7,V,2.877,V
2024-01-07,08:00,46.84906,V,21.50268,V,0.78687,V,5.225,V,2.901,V
2024-01-07,09:00,43.45637,V,27.1135,V,0.85244,V,5.8,V,2.759,V
2024-01-07,10:00,49.2439,V,21.04617,V,0.65572,V,6.2,V,3.184,V
2024-01-07,11:00,58.37423,V,17.69435,V,0.59015,V,8.675,V,3.939,V
2024-01-07,12:00,64.26154,V,15.38338,V,0.52458,V,10.025,V,4.599,V
2024-01-07,13:00,60.46971,V,19.14958,V,0.45901,V,10.1,V,4.976,V
2024-01-07,14:00,62.5652,V,19.25409,V,0.26229,V,10.85,V,4.976,V
2024-01-07,15:00,60.71917,V,22.70733,V,0.45901,V,10.9,V,5.354,V
2024-01-07,16:00,58.62369,V,23.59452,V,0.26229,V,10.875,V,5.59,V
2024-01-07,17:00,56.97724,V,23.48467,V,0.45901,V,11.6,V,6.297,V
2024-01-07,18:00,54.08347,V,22.79554,V,0.39343,V,10.925,V,6.745,V
2024-01-07,19:00,44.25465,V,31.2199,V,0.39343,V,13.05,V,8.042,V
2024-01-07,20:00,40.71228,V,33.72667,V,0.39343,V,13.45,V,8.09,V
2024-01-07,21:00,40.81207,V,31.21906,V,0.32786,V,12.675,V,7.642,V
2024-01-07,22:00,45.20261,V,26.19933,V,0.39343,V,11.375,V,7.099,V
2024-01-07,23:00,48.14626,V,22.43201,V,0.19672,V,8.8,V,5.259,V
2024-01-08,00:00,56.67788,V,14.71053,V,0.43706,V,7.275,V,3.538,V
2024-01-08,01:00,55.21437,V,16.93889,V,0.34965,V,6.85,V,3.09,V
2024-01-08,02:00,51.93809,V,19.18731,V,0.52447,V,7.075,V,3.491,V
2024-01-08,03:00,52.18756,V,17.51576,V,0.65559,V,7.25,V,3.632,V
2024-01-08,04:00,53.48476,V,17.36353,V,0.65559,V,6.475,V,3.443,V
2024-01-08,05:00,50.64089,V,21.02186,V,0.72115,V,6.15,V,3.113,V
2024-01-08,06:00,52.18756,V,23.96082,V,0.72115,V,6.275,V,2.972,V
2024-01-08,07:00,47.84691,V,29.1947,V,0.65559,V,6.775,V,3.137,V
2024-01-08,08:00,44.50411,V,33.85775,V,0.59003,V,8.225,V,3.396,V
2024-01-08,09:00,42.15916,V,34.22522,V,0.59003,V,9.95,V,4.009,V
2024-01-08,10:00,46.89895,V,28.52844,V,0.52447,V,10.95,V,4.882,V
2024-01-08,11:00,48.39573,V,21.77439,V,0.59003,V,11.35,V,5.33,V
2024-01-08,12:00,46.5497,V,23.24231,V,0.52447,V,11.05,V,5.259,V
2024-01-08,13:00,45.60175,V,22.61272,V,0.65559,V,10.85,V,6.274,V
2024-01-08,14:00,51.08992,V,18.10756,V,0.65559,V,10.3,V,5.189,V
2024-01-08,15:00,48.64519,V,19.57123,V,0.32779,V,9.475,V,4.717,V
2024-01-08,16:00,43.45637,V,26.47552,V,0.52447,V,8.6,V,5.142,V
2024-01-08,17:00,45.35228,V,25.84224,V,0.59003,V,9.9,V,5.896,V
2024-01-08,18:00,47.74712,V,22.54203,V,0.52447,V,10.45,V,6.132,V
2024-01-08,19:00,49.49336,V,19.03594,V,0.45891,V,12.15,V,7.052,V
2024-01-08,20:00,45.60175,V,21.28398,V,0.39335,V,14.4,V,7.995,V
2024-01-08,21:00,46.89895,V,20.92274,V,0.65559,V,14.95,V,7.925,V
2024-01-08,22:00,44.20476,V,26.01232,V,0.72115,V,16.6,V,8.184,V
2024-01-08,23:00,44.95314,V,25.48043,V,0.72115,V,17.225,V,8.491,V
2024-01-09,00:00,47.76375,V,19.32457,V,0.96134,V,16.75,V,8.491,V
2024-01-09,01:00,50.29164,V,15.55087,V,0.78655,V,16.45,V,8.113,V
2024-01-09,02:00,46.69938,V,23.43367,V,0.721,V,15.225,V,7.948,V
2024-01-09,03:00,48.04648,V,20.60969,V,0.65546,V,14.925,V,7.783,V
2024-01-09,04:00,49.59315,V,17.04871,V,0.721,V,14.475,V,7.642,V
2024-01-09,05:00,49.29379,V,15.01225,V,0.26218,V,14.95,V,7.571,V
2024-01-09,06:00,46.00089,V,18.72798,V,0.52437,V,14.15,V,7.571,V
2024-01-09,07:00,42.40863,V,22.18502,V,0.78655,V,15.475,V,7.925,V
2024-01-09,08:00,40.41293,V,26.37732,V,0.721,V,16.225,V,7.901,V
2024-01-09,09:00,37.56905,V,31.69154,V,0.78655,V,16.35,V,7.618,V
2024-01-09,10:00,37.56905,V,28.96806,V,0.91764,V,17.375,V,7.759,V
2024-01-09,11:00,49.49336,V,21.37727,V,0.98318,V,18.9,V,9.057,V
2024-01-09,12:00,50.5411,V,22.733,V,0.98318,V,17.075,V,7.359,V
2024-01-09,13:00,50.29164,V,23.35433,V,0.98318,V,16.925,V,7.759,V
2024-01-09,14:00,47.29809,V,25.92162,V,1.11428,V,17.45,V,7.665,V
2024-01-09,15:00,45.00304,V,30.52481,V,1.17982,V,16.725,V,7.217,V
2024-01-09,16:00,44.85336,V,30.61387,V,1.11428,V,17.425,V,6.769,V
2024-01-09,17:00,47.74712,V,28.92403,V,0.98318,V,13.3,V,6.368,V
2024-01-09,18:00,51.63874,V,24.53043,V,0.78655,V,12.825,V,6.509,V
2024-01-09,19:00,51.83831,V,25.20601,V,0.721,V,14.65,V,7.382,V
2024-01-09,20:00,51.8882,V,25.04782,V,0.91764,V,15.05,V,8.019,V
2024-01-09,21:00,51.8882,V,23.5276,V,0.85209,V,16,V,7.288,V
2024-01-09,22:00,52.18756,V,22.8503,V,0.85209,V,12.975,V,6.486,V
2024-01-09,23:00,51.93809,V,20.07743,V,0.98318,V,12.425,V,6.038,V
2024-01-10,00:00,50.95687,V,18.95836,V,0.26213,V,11.25,V,5.542,V
2024-01-10,01:00,52.22082,V,15.19417,V,0.08738,V,12.05,V,5.165,V
2024-01-10,02:00,48.99444,V,15.36951,V,0.26213,V,10.35,V,4.693,V
2024-01-10,03:00,48.5454,V,14.37553,V,0.32766,V,9.65,V,4.693,V
2024-01-10,04:00,45.45207,V,18.92506,V,0.1966,V,10.425,V,4.906,V
2024-01-10,05:00,45.85121,V,23.27654,V,0.52426,V,13.075,V,5.118,V
2024-01-10,06:00,40.01379,V,31.39028,V,0.65532,V,12.425,V,5.142,V
2024-01-10,07:00,33.02884,V,39.69689,V,0.78639,V,12.325,V,5.283,V
2024-01-10,08:00,26.89206,V,50.84475,V,0.78639,V,16.8,V,5.967,V
2024-01-10,09:00,30.38453,V,-99,V,-99,V,20.5,V,6.745,V
2024-01-10,10:00,46.5497,V,-99,V,-99,V,15.175,V,5.425,V
2024-01-10,11:00,46.10067,V,25.24136,V,-99,V,18.375,V,7.594,V
2024-01-10,12:00,50.34153,V,25.03494,V,3.14556,V,16.35,V,5.92,V
2024-01-10,13:00,48.24605,V,27.97096,V,2.35917,V,14.175,V,5.825,V
2024-01-10,14:00,49.2439,V,29.07318,V,1.76938,V,12.7,V,4.953,V
2024-01-10,15:00,49.74282,V,31.58598,V,2.68683,V,38.45,V,7.217,V
2024-01-10,16:00,41.9097,V,37.38585,V,1.31065,V,14.35,V,5.472,V
2024-01-10,17:00,40.6125,V,40.40935,V,1.31065,V,14.925,V,6.368,V
2024-01-10,18:00,37.41938,V,41.54394,V,1.17959,V,14.6,V,6.816,V
2024-01-10,19:00,44.20476,V,32.17034,V,0.91745,V,13.875,V,6.863,V
2024-01-10,20:00,45.20261,V,28.8137,V,0.58979,V,13.525,V,7.099,V
2024-01-10,21:00,45.20261,V,26.25442,V,0.45873,V,14.225,V,7.264,V
2024-01-10,22:00,37.46927,V,31.48816,V,0.58979,V,14.55,V,7.877,V
2024-01-10,23:00,31.13292,V,32.72725,V,0.32766,V,14.55,V,8.231,V
2024-01-11,00:00,26.60933,V,36.74768,V,0.87414,V,15.625,V,9.387,V
2024-01-11,01:00,26.14367,V,32.97348,V,0.87414,V,14.9,V,9.08,V
2024-01-11,02:00,28.48862,V,27.96843,V,0.52449,V,13.8,V,8.679,V
2024-01-11,03:00,26.09378,V,27.55503,V,0.52449,V,15.7,V,11.109,V
2024-01-11,04:00,22.40173,V,30.6389,V,0.52449,V,14.85,V,10.094,V
2024-01-11,05:00,24.19786,V,29.49371,V,0.39336,V,14.225,V,9.764,V
2024-01-11,06:00,24.29765,V,32.33411,V,0.72117,V,14.125,V,9.175,V
2024-01-11,07:00,17.86152,V,43.22267,V,0.39336,V,13.75,V,7.453,V
2024-01-11,08:00,9.67915,V,53.92138,V,0.85229,V,15,V,7.665,V
2024-01-11,09:00,11.67485,V,51.19258,V,1.44233,V,15.325,V,8.538,V
2024-01-11,10:00,20.35614,V,44.95768,V,1.63901,V,14.75,V,8.726,V
2024-01-11,11:00,32.13077,V,36.62855,V,0.78672,V,12.75,V,6.533,V
2024-01-11,12:00,39.16561,V,32.9981,V,0.6556,V,12.35,V,5.731,V
2024-01-11,13:00,41.56045,V,30.42295,V,0.59004,V,10.775,V,5.825,V
2024-01-11,14:00,37.66884,V,34.857,V,0.45892,V,10.625,V,5.094,V
2024-01-11,15:00,29.08733,V,44.42699,V,0.45892,V,15.825,V,6.745,V
2024-01-11,16:00,21.00474,V,52.24372,V,0.78672,V,13.975,V,6.981,V
2024-01-11,17:00,17.81162,V,51.91904,V,0.45892,V,15.55,V,10.236,V
2024-01-11,18:00,24.04819,V,44.21512,V,0.45892,V,16.5,V,11.439,V
2024-01-11,19:00,33.67744,V,36.29791,V,0.39336,V,16.725,V,10.495,V
2024-01-11,20:00,34.97464,V,32.43689,V,0.13112,V,11.85,V,7.948,V
2024-01-11,21:00,37.21981,V,31.0741,V,0.45892,V,9.05,V,6.368,V
2024-01-11,22:00,35.07443,V,30.54587,V,0.19668,V,8,V,6.203,V
2024-01-11,23:00,37.02024,V,28.60919,V,0.13112,V,8.4,V,5.967,V
2024-01-12,00:00,44.57063,V,24.54297,V,0.08745,V,9.65,V,5.495,V
2024-01-12,01:00,47.56418,V,20.21564,V,0,V,12.25,V,6.321,V
2024-01-12,02:00,50.79057,V,17.87821,V,0.19677,V,14.525,V,7.594,V
2024-01-12,03:00,56.87745,V,13.96037,V,0.13118,V,15.85,V,8.467,V
2024-01-12,04:00,57.82541,V,13.5407,V,0.06559,V,17.15,V,8.632,V
2024-01-12,05:00,53.08562,V,17.92989,V,0.06559,V,16.375,V,8.396,V
2024-01-12,06:00,53.08562,V,19.97829,V,0.06559,V,14.85,V,7.665,V
2024-01-12,07:00,45.45207,V,28.71583,V,0,V,13.225,V,6.816,V
2024-01-12,08:00,40.06368,V,32.4264,V,0.26235,V,14,V,6.368,V
2024-01-12,09:00,39.11572,V,35.33154,V,0.52471,V,12.625,V,5.59,V
2024-01-12,10:00,42.5583,V,31.51535,V,0.32794,V,11.55,V,5.542,V
2024-01-12,11:00,41.16131,V,32.86518,V,0.45912,V,9.15,V,4.198,V
2024-01-12,12:00,42.25895,V,29.56601,V,0.39353,V,9.95,V,4.34,V
2024-01-12,13:00,41.16131,V,30.50928,V,0.65589,V,9.075,V,4.741,V
2024-01-12,14:00,37.07013,V,34.01144,V,0.52471,V,9.675,V,5.071,V
2024-01-12,15:00,37.81852,V,32.26795,V,0.45912,V,9.675,V,4.481,V
2024-01-12,16:00,35.9226,V,33.36824,V,0.72147,V,9.45,V,5.425,V
2024-01-12,17:00,37.66884,V,32.73873,V,0.26235,V,9.975,V,6.722,V
2024-01-12,18:00,40.26325,V,27.13621,V,0.26235,V,9.725,V,7.17,V
2024-01-12,19:00,42.80777,V,24.99443,V,0.19677,V,9.8,V,7.854,V
2024-01-12,20:00,46.64949,V,21.90596,V,0.32794,V,9.875,V,8.302,V
2024-01-12,21:00,49.94239,V,19.44387,V,0.52471,V,9.75,V,8.42,V
2024-01-12,22:00,47.09852,V,23.31659,V,0.39353,V,10.4,V,9.057,V
2024-01-12,23:00,44.35443,V,24.56877,V,0.45912,V,14.525,V,12.429,V
2024-01-13,00:00,40.37966,V,25.56797,V,0.17498,V,18.15,V,15.613,V
2024-01-13,01:00,39.44834,V,26.82857,V,0.26247,V,16.6,V,14.41,V
2024-01-13,02:00,38.01809,V,29.2134,V,0.59055,V,16.05,V,14.363,V
2024-01-13,03:00,45.55185,V,17.50652,V,0.65617,V,14.75,V,12.925,V
2024-01-13,04:00,44.75357,V,16.52074,V,0.72178,V,16.525,V,13.585,V
2024-01-13,05:00,40.06368,V,20.86244,V,0.85301,V,18.3,V,15.495,V
2024-01-13,06:00,40.91185,V,16.94009,V,0.65617,V,17.725,V,15.566,V
2024-01-13,07:00,29.83572,V,27.31392,V,0.85301,V,24.125,V,19.976,V
2024-01-13,08:00,30.73378,V,30.76582,V,0.98425,V,21.95,V,18.915,V
2024-01-13,09:00,32.92905,V,39.04716,V,1.11548,V,22.55,V,19.269,V
2024-01-13,10:00,35.22411,V,34.82505,V,1.31233,V,23.3,V,17.901,V
2024-01-13,11:00,36.82067,V,36.56687,V,1.37794,V,19.975,V,15.448,V
2024-01-13,12:00,35.67314,V,41.48861,V,1.37794,V,21.575,V,15.189,V
2024-01-13,13:00,35.72303,V,44.90131,V,1.64041,V,16.3,V,13.019,V
2024-01-13,14:00,39.56475,V,40.75497,V,1.31233,V,14.525,V,11.439,V
2024-01-13,15:00,39.2654,V,38.65341,V,1.37794,V,15.2,V,11.745,V
2024-01-13,16:00,37.16991,V,39.52479,V,1.37794,V,13.975,V,10.519,V
2024-01-13,17:00,33.22841,V,40.41374,V,1.57479,V,16.525,V,12.877,V
2024-01-13,18:00,31.88131,V,40.05316,V,1.50918,V,17.55,V,13.797,V
2024-01-13,19:00,40.86196,V,26.23168,V,1.50918,V,17.475,V,14.882,V
